count,mean,std,min,5%,25%,50%,75%,95%,max
32.0,0.04876066565984347,0.20637059491346676,-0.18962771469090522,-0.11820791400242965,-0.03638100998424175,-0.008706180020848664,0.06778460372210908,0.34220869503145623,0.9565619070727758
